description,lat,lon,hour,geo_bucket,type
déchets au sol rue victor hugo,49.265061564739696,2.4411913255906645,19,49.26577_2.44144,dechets_sauvages
attroupement bruyant place du marché,49.27316955044023,2.403988796265471,3,49.27477_2.40541,incivilite
barrière tordue rue victor hugo,49.27997152710138,2.4103635333009223,2,49.27928_2.40991,mobilier_urbain
trottinette laissée avenue des lilas,49.25856367053331,2.4072630557187416,12,49.25676_2.40541,objet_abandonne
abribus brisé avenue des lilas,49.28708189093088,2.441538976639346,20,49.28829_2.44144,mobilier_urbain
tas de déchets rue victor hugo,49.26513201703184,2.44312233132276,7,49.26577_2.44144,dechets_sauvages
tas de déchets place du marché,49.283118592995635,2.4263985754904183,23,49.28378_2.42793,dechets_sauvages
signalisation abîmée rue victor hugo,49.257914152534966,2.4052089036254003,8,49.25676_2.40541,voirie
nid-de-poule avenue des lilas,49.284405882960314,2.4067808309271506,13,49.28378_2.40541,voirie
agression verbale avenue des lilas,49.256409403640525,2.440677440621913,0,49.25676_2.44144,incivilite
abribus brisé rue victor hugo,49.2712678248135,2.4464595068264665,13,49.27027_2.44595,mobilier_urbain
tas de déchets avenue des lilas,49.26236030368695,2.409973784255533,11,49.26126_2.40991,dechets_sauvages
trottoir cassé avenue des lilas,49.28741876247141,2.4005568788236085,3,49.28829_2.40090,voirie
banc cassé rue victor hugo,49.263101750225346,2.416547645257539,21,49.26126_2.41441,mobilier_urbain
nid-de-poule place du marché,49.29408586531977,2.401524969482394,20,49.29279_2.40090,voirie
tas de déchets place du marché,49.29459101057033,2.4413987458039017,3,49.29279_2.44144,dechets_sauvages
nid-de-poule rue victor hugo,49.25982206576114,2.4245756128613123,12,49.26126_2.42342,voirie
animal sans maître avenue des lilas,49.28069229725038,2.432093038938151,15,49.27928_2.43243,animal_errant
agression verbale place du marché,49.254385882086,2.420574243806827,10,49.25225_2.41892,incivilite
attroupement bruyant place du marché,49.26957685498008,2.417275377350624,2,49.27027_2.41892,incivilite
chien errant place du marché,49.28566608647506,2.4111100206538043,1,49.28378_2.40991,animal_errant
chien errant place du marché,49.2829711623425,2.4385266273519073,2,49.28378_2.43694,animal_errant
barrière tordue place du marché,49.28123503347033,2.4347773792207765,19,49.27928_2.43694,mobilier_urbain
trottoir cassé place du marché,49.26412704318312,2.4180364492248043,16,49.26577_2.41892,voirie
nid-de-poule avenue des lilas,49.26890124747172,2.416055806714959,0,49.27027_2.41441,voirie
poubelles débordent avenue des lilas,49.25514730723501,2.4000621439324337,10,49.25676_2.40090,dechets_sauvages
poubelles débordent avenue des lilas,49.28595114102168,2.4031776065022736,15,49.28378_2.40541,dechets_sauvages
poubelles débordent place du marché,49.27519443983957,2.4311627762446317,19,49.27477_2.43243,dechets_sauvages
barrière tordue avenue des lilas,49.28543828161728,2.425730365511773,9,49.28378_2.42793,mobilier_urbain
poubelles débordent rue victor hugo,49.262447176239846,2.421740160224251,19,49.26126_2.42342,dechets_sauvages
tas de déchets avenue des lilas,49.26622191143176,2.441375112040083,5,49.26577_2.44144,dechets_sauvages
banc cassé rue victor hugo,49.26671076686301,2.425194910220142,1,49.26577_2.42342,mobilier_urbain
barrière tordue place du marché,49.25128712048736,2.419224679070366,21,49.25225_2.41892,mobilier_urbain
tas de déchets place du marché,49.26705239364153,2.408062817376249,6,49.26577_2.40991,dechets_sauvages
vélo abandonné place du marché,49.2901652286759,2.441034400410731,16,49.28829_2.44144,objet_abandonne
abribus brisé avenue des lilas,49.29486492478749,2.4288124125060593,7,49.29279_2.42793,mobilier_urbain
nid-de-poule rue victor hugo,49.27591091578179,2.4046229982961376,12,49.27477_2.40541,voirie
arbre tombé place du marché,49.27277508476096,2.432444919899854,21,49.27477_2.43243,espace_vert
tas de déchets place du marché,49.25154123093497,2.4212535372744206,3,49.25225_2.42342,dechets_sauvages
abribus brisé avenue des lilas,49.29396021687927,2.4405693111793996,10,49.29279_2.44144,mobilier_urbain
poubelles débordent place du marché,49.25065051067129,2.4459457298497997,1,49.25225_2.44595,dechets_sauvages
signalisation abîmée avenue des lilas,49.29723750401051,2.4300232906588124,7,49.29730_2.42793,voirie
déchets au sol place du marché,49.274460812434405,2.4365806409656683,17,49.27477_2.43694,dechets_sauvages
vélo abandonné place du marché,49.26709672467874,2.402829542380108,7,49.26577_2.40090,objet_abandonne
signalisation abîmée rue victor hugo,49.29621092174213,2.4280127727500576,10,49.29730_2.42793,voirie
haie non taillée avenue des lilas,49.2512195496555,2.4377669989177737,23,49.25225_2.43694,espace_vert
banc cassé avenue des lilas,49.279071244743456,2.424838107473905,4,49.27928_2.42342,mobilier_urbain
agression verbale avenue des lilas,49.277446626224965,2.4296775044752166,6,49.27928_2.42793,incivilite
trottoir cassé place du marché,49.26096602006057,2.444947409279052,22,49.26126_2.44595,voirie
trottoir cassé place du marché,49.27144437156751,2.40990497860156,3,49.27027_2.40991,voirie
signalisation abîmée avenue des lilas,49.28261320029719,2.4049123253775955,21,49.28378_2.40541,voirie
tapage nocturne place du marché,49.286356559844094,2.434532180656975,9,49.28829_2.43243,incivilite
tas de déchets avenue des lilas,49.250035842935326,2.441142445276122,5,49.25225_2.44144,dechets_sauvages
haie non taillée rue victor hugo,49.29684267150455,2.442524509429128,12,49.29730_2.44144,espace_vert
déchets au sol place du marché,49.25822626861964,2.432082224854561,15,49.25676_2.43243,dechets_sauvages
attroupement bruyant place du marché,49.26167902171112,2.44166067090854,21,49.26126_2.44144,incivilite
chat blessé place du marché,49.263173672284694,2.4350332102861643,1,49.26126_2.43694,animal_errant
abribus brisé place du marché,49.2518910068276,2.4043688457953394,23,49.25225_2.40541,mobilier_urbain
haie non taillée place du marché,49.25615260617952,2.438102175394249,14,49.25676_2.43694,espace_vert
tapage nocturne place du marché,49.29931749614721,2.4089679844775165,7,49.29730_2.40991,incivilite
attroupement bruyant rue victor hugo,49.265760836868864,2.4118304671295485,16,49.26577_2.40991,incivilite
abribus brisé place du marché,49.25576505451695,2.419732531349933,13,49.25676_2.41892,mobilier_urbain
arbre tombé place du marché,49.25534956305873,2.4157283533163167,17,49.25676_2.41441,espace_vert
caddie dans la rue place du marché,49.2859729983835,2.4160825869151457,13,49.28378_2.41441,objet_abandonne
agression verbale avenue des lilas,49.29272843320163,2.408462976210202,3,49.29279_2.40991,incivilite
vélo abandonné place du marché,49.26284761497542,2.414693552355477,20,49.26126_2.41441,objet_abandonne
trottinette laissée rue victor hugo,49.25104547561676,2.400983129498794,20,49.25225_2.40090,objet_abandonne
abribus brisé rue victor hugo,49.26115450092227,2.423645547334416,21,49.26126_2.42342,mobilier_urbain
vélo abandonné rue victor hugo,49.25282578453984,2.4384295479384903,22,49.25225_2.43694,objet_abandonne
chat blessé avenue des lilas,49.255169746831506,2.4431123684612417,0,49.25676_2.44144,animal_errant
trottinette laissée rue victor hugo,49.27157540599238,2.441021427947972,22,49.27027_2.44144,objet_abandonne
nid-de-poule place du marché,49.26149591854308,2.4208228859497556,5,49.26126_2.41892,voirie
abribus brisé avenue des lilas,49.275797293926274,2.4365213240581927,4,49.27477_2.43694,mobilier_urbain
barrière tordue place du marché,49.26267468766286,2.4143945387047605,14,49.26126_2.41441,mobilier_urbain
attroupement bruyant place du marché,49.297026865055145,2.4027781236358807,15,49.29730_2.40090,incivilite
vélo abandonné avenue des lilas,49.29529719839631,2.433798576269563,21,49.29730_2.43243,objet_abandonne
banc cassé avenue des lilas,49.278340305250524,2.43243980823682,7,49.27928_2.43243,mobilier_urbain
trottoir cassé avenue des lilas,49.26772119959937,2.4400814697731437,5,49.26577_2.44144,voirie
attroupement bruyant avenue des lilas,49.26905734410174,2.4308053103351437,4,49.27027_2.43243,incivilite
poubelles débordent place du marché,49.27059261415722,2.4078445812486957,5,49.27027_2.40991,dechets_sauvages
attroupement bruyant rue victor hugo,49.286378966106746,2.44265811960251,0,49.28829_2.44144,incivilite
barrière tordue rue victor hugo,49.27258194977594,2.431362639400935,13,49.27477_2.43243,mobilier_urbain
déchets au sol rue victor hugo,49.2928364973253,2.44038048495175,18,49.29279_2.44144,dechets_sauvages
agression verbale place du marché,49.29720473929652,2.438705356018802,18,49.29730_2.43694,incivilite
nid-de-poule avenue des lilas,49.266797307668945,2.414893224361254,14,49.26577_2.41441,voirie
poubelles débordent rue victor hugo,49.27803472406878,2.4037276487426027,18,49.27928_2.40541,dechets_sauvages
trottoir cassé rue victor hugo,49.25475282684163,2.4088252204544793,5,49.25676_2.40991,voirie
haie non taillée avenue des lilas,49.26002345238832,2.4046431167156626,4,49.26126_2.40541,espace_vert
trottinette laissée avenue des lilas,49.27067328833551,2.4121706216040066,15,49.27027_2.41441,objet_abandonne
agression verbale place du marché,49.26031013579509,2.4229766136512993,8,49.26126_2.42342,incivilite
signalisation abîmée place du marché,49.29382802453944,2.445340530249064,14,49.29279_2.44595,voirie
poubelles débordent place du marché,49.25791431280295,2.4436009377960315,21,49.25676_2.44144,dechets_sauvages
banc cassé avenue des lilas,49.27278304107765,2.4359299907547864,7,49.27477_2.43694,mobilier_urbain
chien errant rue victor hugo,49.280284962022996,2.401205617977391,7,49.27928_2.40090,animal_errant
vélo abandonné avenue des lilas,49.28459319540804,2.4170694600660276,3,49.28378_2.41892,objet_abandonne
abribus brisé rue victor hugo,49.26915346848632,2.434117421324226,23,49.27027_2.43243,mobilier_urbain
trottoir cassé avenue des lilas,49.29345495343624,2.406451444841953,1,49.29279_2.40541,voirie
tas de déchets avenue des lilas,49.2784159575539,2.4400543925007954,15,49.27928_2.44144,dechets_sauvages
animal sans maître avenue des lilas,49.27197538902238,2.4457286839993797,2,49.27027_2.44595,animal_errant
poubelles débordent rue victor hugo,49.2533620317026,2.4177052223318913,8,49.25225_2.41892,dechets_sauvages
haie non taillée rue victor hugo,49.27323447342226,2.4352921530931915,3,49.27477_2.43694,espace_vert
parterre dégradé place du marché,49.291036792040785,2.4074102066334357,1,49.29279_2.40541,espace_vert
tapage nocturne rue victor hugo,49.28072705091107,2.4345408224556513,18,49.27928_2.43243,incivilite
tas de déchets place du marché,49.291608122686455,2.401072770614352,22,49.29279_2.40090,dechets_sauvages
déchets au sol rue victor hugo,49.27470058352996,2.407538575340555,14,49.27477_2.40541,dechets_sauvages
banc cassé rue victor hugo,49.25592308525472,2.4354940723304335,6,49.25676_2.43694,mobilier_urbain
caddie dans la rue avenue des lilas,49.250681992291796,2.435592511143815,7,49.25225_2.43694,objet_abandonne
agression verbale avenue des lilas,49.26516097733593,2.432058135292259,2,49.26577_2.43243,incivilite
agression verbale avenue des lilas,49.28489952357489,2.42386820121921,22,49.28378_2.42342,incivilite
tas de déchets place du marché,49.289512995197086,2.4337454045585973,14,49.28829_2.43243,dechets_sauvages
haie non taillée avenue des lilas,49.26478764173102,2.438690039914439,0,49.26577_2.43694,espace_vert
tas de déchets place du marché,49.27478269604416,2.448324082951837,15,49.27477_2.45045,dechets_sauvages
agression verbale place du marché,49.271055945221704,2.4444320515774303,21,49.27027_2.44595,incivilite
banc cassé avenue des lilas,49.27052613921757,2.439726710128306,2,49.27027_2.44144,mobilier_urbain
trottinette laissée place du marché,49.261567435660005,2.4347378758357188,1,49.26126_2.43694,objet_abandonne
abribus brisé rue victor hugo,49.25681855525147,2.4287077772716184,14,49.25676_2.42793,mobilier_urbain
attroupement bruyant avenue des lilas,49.259834427911564,2.4060304411675957,3,49.26126_2.40541,incivilite
abribus brisé place du marché,49.25276661935817,2.4082778421049196,13,49.25225_2.40991,mobilier_urbain
attroupement bruyant place du marché,49.259906537091176,2.4410139780335447,8,49.26126_2.44144,incivilite
poubelles débordent avenue des lilas,49.25046004488127,2.440165645610361,21,49.25225_2.44144,dechets_sauvages
tapage nocturne place du marché,49.281362920031796,2.430722946298668,8,49.27928_2.43243,incivilite
arbre tombé rue victor hugo,49.265818770369386,2.4219420066358075,13,49.26577_2.42342,espace_vert
vélo abandonné place du marché,49.29865723557135,2.40130163249118,14,49.29730_2.40090,objet_abandonne
arbre tombé rue victor hugo,49.259685852538816,2.416358847126427,23,49.26126_2.41441,espace_vert
poubelles débordent place du marché,49.26729142851548,2.4210319828782656,4,49.26577_2.41892,dechets_sauvages
agression verbale rue victor hugo,49.26789205793207,2.4242908143086708,23,49.26577_2.42342,incivilite
poubelles débordent rue victor hugo,49.250422574803125,2.44646622992806,1,49.25225_2.44595,dechets_sauvages
chat blessé place du marché,49.29196039765197,2.405435469990007,23,49.29279_2.40541,animal_errant
vélo abandonné place du marché,49.25159972300722,2.4259433459889883,16,49.25225_2.42793,objet_abandonne
trottinette laissée rue victor hugo,49.29700899173646,2.418396114847914,10,49.29730_2.41892,objet_abandonne
trottinette laissée rue victor hugo,49.29460371755468,2.4495049059608025,12,49.29279_2.45045,objet_abandonne
nid-de-poule avenue des lilas,49.2767760958043,2.443093200814145,11,49.27477_2.44144,voirie
arbre tombé avenue des lilas,49.27717977874556,2.421939292711946,2,49.27928_2.42342,espace_vert
tas de déchets place du marché,49.28268889614781,2.449984780467738,22,49.28378_2.45045,dechets_sauvages
abribus brisé rue victor hugo,49.269352500596746,2.4257031623235745,19,49.27027_2.42793,mobilier_urbain
tapage nocturne place du marché,49.282361114169895,2.40835588982957,12,49.28378_2.40991,incivilite
tapage nocturne place du marché,49.25223841943443,2.4277937345913356,14,49.25225_2.42793,incivilite
caddie dans la rue place du marché,49.252702381367484,2.4113102882901822,10,49.25225_2.40991,objet_abandonne
banc cassé place du marché,49.272861520980975,2.4318156420038126,15,49.27477_2.43243,mobilier_urbain
animal sans maître place du marché,49.2774811150553,2.4468720087441964,6,49.27928_2.44595,animal_errant
chien errant rue victor hugo,49.29439088201679,2.4393099288417512,0,49.29279_2.44144,animal_errant
animal sans maître avenue des lilas,49.2552330316954,2.4136581845209526,22,49.25676_2.41441,animal_errant
vélo abandonné avenue des lilas,49.29113239635969,2.4148429312483004,18,49.29279_2.41441,objet_abandonne
vélo abandonné place du marché,49.26050236686461,2.4034644101545157,17,49.26126_2.40541,objet_abandonne
animal sans maître place du marché,49.2697041824255,2.414293391782314,8,49.27027_2.41441,animal_errant
caddie dans la rue avenue des lilas,49.265830121741374,2.4046312399838907,17,49.26577_2.40541,objet_abandonne
abribus brisé place du marché,49.27000776364327,2.424972435966282,2,49.27027_2.42342,mobilier_urbain
déchets au sol rue victor hugo,49.25752477490363,2.4354173539749127,2,49.25676_2.43694,dechets_sauvages
attroupement bruyant avenue des lilas,49.27517850372018,2.437559058074958,3,49.27477_2.43694,incivilite
tapage nocturne avenue des lilas,49.290082129491566,2.402976461612409,15,49.28829_2.40090,incivilite
signalisation abîmée avenue des lilas,49.272076700518944,2.41699779491191,10,49.27027_2.41892,voirie
trottinette laissée place du marché,49.27453067879491,2.4144085883273716,22,49.27477_2.41441,objet_abandonne
chat blessé avenue des lilas,49.29243837926406,2.405215016149367,22,49.29279_2.40541,animal_errant
déchets au sol avenue des lilas,49.2853029057319,2.4181235655466002,14,49.28378_2.41892,dechets_sauvages
nid-de-poule rue victor hugo,49.27452272042599,2.4149660054569617,8,49.27477_2.41441,voirie
déchets au sol rue victor hugo,49.26288478240946,2.431724961466964,7,49.26126_2.43243,dechets_sauvages
trottinette laissée place du marché,49.29424633734225,2.4441651331866856,21,49.29279_2.44595,objet_abandonne
poubelles débordent place du marché,49.27885102008453,2.4227420860436606,5,49.27928_2.42342,dechets_sauvages
tas de déchets avenue des lilas,49.261057380505534,2.4373332586383407,20,49.26126_2.43694,dechets_sauvages
tas de déchets rue victor hugo,49.2634559876319,2.407300518355534,17,49.26126_2.40541,dechets_sauvages
nid-de-poule place du marché,49.29015665444681,2.4447483189321932,5,49.28829_2.44595,voirie
caddie dans la rue place du marché,49.25220727810437,2.4076297369107547,5,49.25225_2.40541,objet_abandonne
abribus brisé avenue des lilas,49.29960460935144,2.4096050590299694,11,49.30180_2.40991,mobilier_urbain
poubelles débordent place du marché,49.25651758398574,2.405323190179384,4,49.25676_2.40541,dechets_sauvages
vélo abandonné avenue des lilas,49.28980342626985,2.4154839750760266,13,49.28829_2.41441,objet_abandonne
trottoir cassé rue victor hugo,49.26973876583858,2.427620522335776,5,49.27027_2.42793,voirie
chien errant rue victor hugo,49.27461080916437,2.449399705570316,20,49.27477_2.45045,animal_errant
déchets au sol rue victor hugo,49.29403252887323,2.439668401732877,19,49.29279_2.44144,dechets_sauvages
trottinette laissée avenue des lilas,49.27064555947946,2.419021790144599,18,49.27027_2.41892,objet_abandonne
nid-de-poule avenue des lilas,49.27687468768366,2.4287923028951783,13,49.27477_2.42793,voirie
abribus brisé rue victor hugo,49.25246498312046,2.43116540154696,0,49.25225_2.43243,mobilier_urbain
animal sans maître avenue des lilas,49.25011737369337,2.4411363610623673,19,49.25225_2.44144,animal_errant
poubelles débordent place du marché,49.262239993650084,2.43682258927099,22,49.26126_2.43694,dechets_sauvages
caddie dans la rue rue victor hugo,49.284029154645935,2.428464556348557,6,49.28378_2.42793,objet_abandonne
barrière tordue rue victor hugo,49.256063244667956,2.4334591513519825,6,49.25676_2.43243,mobilier_urbain
chien errant rue victor hugo,49.25568809794023,2.437295880548145,13,49.25676_2.43694,animal_errant
poubelles débordent avenue des lilas,49.2705480304018,2.40665720295667,19,49.27027_2.40541,dechets_sauvages
barrière tordue avenue des lilas,49.28239185193041,2.410022773065269,15,49.28378_2.40991,mobilier_urbain
nid-de-poule place du marché,49.285603599612394,2.434429214445376,11,49.28378_2.43243,voirie
animal sans maître rue victor hugo,49.25892253370492,2.4425212780993815,22,49.25676_2.44144,animal_errant
poubelles débordent place du marché,49.253979407368604,2.4204631141349884,10,49.25225_2.41892,dechets_sauvages
caddie dans la rue place du marché,49.29701985169728,2.4489945161235602,17,49.29730_2.45045,objet_abandonne
tas de déchets rue victor hugo,49.263033319128105,2.4108035866336683,11,49.26126_2.40991,dechets_sauvages
attroupement bruyant rue victor hugo,49.29266732488043,2.420834964102172,23,49.29279_2.41892,incivilite
tapage nocturne rue victor hugo,49.29317457252314,2.4189261521731624,9,49.29279_2.41892,incivilite
haie non taillée place du marché,49.288626129588124,2.4465147970363215,23,49.28829_2.44595,espace_vert
agression verbale rue victor hugo,49.25844168033263,2.414268925878627,4,49.25676_2.41441,incivilite
arbre tombé place du marché,49.29109007296271,2.423539538902111,23,49.29279_2.42342,espace_vert
attroupement bruyant avenue des lilas,49.28846252796208,2.4093616919807666,1,49.28829_2.40991,incivilite
déchets au sol avenue des lilas,49.279836149505314,2.426063311928122,9,49.27928_2.42793,dechets_sauvages
chat blessé place du marché,49.266860101758446,2.4428702084731793,23,49.26577_2.44144,animal_errant
déchets au sol place du marché,49.26312543021333,2.415201973094528,15,49.26126_2.41441,dechets_sauvages
barrière tordue avenue des lilas,49.25609446060402,2.4405396036081415,5,49.25676_2.44144,mobilier_urbain
barrière tordue rue victor hugo,49.27548785334504,2.445565579108781,5,49.27477_2.44595,mobilier_urbain
arbre tombé place du marché,49.279263043775494,2.403647894485728,19,49.27928_2.40541,espace_vert
arbre tombé avenue des lilas,49.26796694952579,2.4378212268159625,23,49.26577_2.43694,espace_vert
nid-de-poule place du marché,49.273767953384045,2.4127671718075243,22,49.27477_2.41441,voirie
banc cassé rue victor hugo,49.26817572286846,2.4087663831268316,11,49.27027_2.40991,mobilier_urbain
animal sans maître avenue des lilas,49.28205030286603,2.4300561196012516,8,49.28378_2.42793,animal_errant
abribus brisé place du marché,49.29506296038983,2.4352801308114347,16,49.29730_2.43694,mobilier_urbain
banc cassé avenue des lilas,49.25819601310235,2.4197380492867606,9,49.25676_2.41892,mobilier_urbain
attroupement bruyant avenue des lilas,49.269070440495156,2.4019586853541095,7,49.27027_2.40090,incivilite
attroupement bruyant avenue des lilas,49.25704343019754,2.4454352262098396,23,49.25676_2.44595,incivilite
déchets au sol avenue des lilas,49.28124718852039,2.4365373458423747,8,49.27928_2.43694,dechets_sauvages
signalisation abîmée rue victor hugo,49.28644352547443,2.4135833403341507,6,49.28829_2.41441,voirie
trottinette laissée rue victor hugo,49.296595636629874,2.424843192787237,9,49.29730_2.42342,objet_abandonne
trottinette laissée rue victor hugo,49.26394359631305,2.401389639498354,23,49.26577_2.40090,objet_abandonne
barrière tordue rue victor hugo,49.29751056029327,2.416964139090297,0,49.29730_2.41892,mobilier_urbain
parterre dégradé avenue des lilas,49.25316313359103,2.4261267617792557,18,49.25225_2.42793,espace_vert
trottoir cassé avenue des lilas,49.28015069316823,2.4258611807558124,21,49.27928_2.42793,voirie
chat blessé place du marché,49.25285663596717,2.410409243900427,10,49.25225_2.40991,animal_errant
haie non taillée place du marché,49.2946887093881,2.4388373683091946,22,49.29279_2.43694,espace_vert
vélo abandonné avenue des lilas,49.2764904528535,2.414943107926332,19,49.27477_2.41441,objet_abandonne
abribus brisé avenue des lilas,49.28346741753814,2.4290205011588983,9,49.28378_2.42793,mobilier_urbain
poubelles débordent place du marché,49.291578696295524,2.4135761112768988,1,49.29279_2.41441,dechets_sauvages
trottoir cassé avenue des lilas,49.2575155311242,2.4212583936493384,13,49.25676_2.42342,voirie
signalisation abîmée rue victor hugo,49.251929578096906,2.4103757312625116,11,49.25225_2.40991,voirie
animal sans maître rue victor hugo,49.29394405729564,2.431650389626602,3,49.29279_2.43243,animal_errant
chien errant place du marché,49.265746661372944,2.4212792180070672,21,49.26577_2.42342,animal_errant
agression verbale place du marché,49.25644894539636,2.400805865224388,12,49.25676_2.40090,incivilite
poubelles débordent place du marché,49.27342306185435,2.401408249700838,19,49.27477_2.40090,dechets_sauvages
nid-de-poule place du marché,49.279915303784804,2.423556715923571,9,49.27928_2.42342,voirie
tas de déchets place du marché,49.25154853017113,2.4091612933452677,1,49.25225_2.40991,dechets_sauvages
trottinette laissée avenue des lilas,49.26374478291285,2.429252102407237,16,49.26577_2.42793,objet_abandonne
parterre dégradé avenue des lilas,49.251639993713844,2.420409589088601,9,49.25225_2.41892,espace_vert
attroupement bruyant rue victor hugo,49.27101676945978,2.432720991776986,22,49.27027_2.43243,incivilite
trottinette laissée avenue des lilas,49.29475500145331,2.4476197587031976,15,49.29279_2.44595,objet_abandonne
poubelles débordent place du marché,49.29913262057468,2.426436806739763,8,49.29730_2.42793,dechets_sauvages
nid-de-poule place du marché,49.28185237767518,2.439368930179505,18,49.28378_2.44144,voirie
agression verbale place du marché,49.25808188468923,2.4376520498157968,10,49.25676_2.43694,incivilite
abribus brisé place du marché,49.29529246949996,2.446089555216193,5,49.29730_2.44595,mobilier_urbain
poubelles débordent place du marché,49.27581239116,2.4107008933619003,3,49.27477_2.40991,dechets_sauvages
animal sans maître place du marché,49.257687465605144,2.441366348539247,15,49.25676_2.44144,animal_errant
tas de déchets avenue des lilas,49.29608633347258,2.445276018925234,11,49.29730_2.44595,dechets_sauvages
banc cassé rue victor hugo,49.287873452536154,2.419638149047379,23,49.28829_2.41892,mobilier_urbain
tapage nocturne place du marché,49.286585263636155,2.4156908097299485,23,49.28829_2.41441,incivilite
poubelles débordent avenue des lilas,49.28545903518972,2.4476017954839144,15,49.28378_2.44595,dechets_sauvages
banc cassé rue victor hugo,49.26001699105482,2.431381641106943,22,49.26126_2.43243,mobilier_urbain
nid-de-poule rue victor hugo,49.260550334585375,2.4190338242620735,21,49.26126_2.41892,voirie
haie non taillée rue victor hugo,49.28441464992136,2.4395913860465814,2,49.28378_2.44144,espace_vert
déchets au sol rue victor hugo,49.26098613750552,2.4152236950807855,11,49.26126_2.41441,dechets_sauvages
abribus brisé place du marché,49.271933584840156,2.408820379303493,14,49.27027_2.40991,mobilier_urbain
trottoir cassé place du marché,49.2891000912797,2.427198481789885,19,49.28829_2.42793,voirie
tapage nocturne place du marché,49.28919762590489,2.42831060224553,11,49.28829_2.42793,incivilite
poubelles débordent place du marché,49.272663088626295,2.441287324113367,8,49.27477_2.44144,dechets_sauvages
animal sans maître place du marché,49.28960949691376,2.4228513677510213,9,49.28829_2.42342,animal_errant
poubelles débordent place du marché,49.2919310898099,2.440729326975267,22,49.29279_2.44144,dechets_sauvages
trottinette laissée rue victor hugo,49.28273878756421,2.415566133967417,7,49.28378_2.41441,objet_abandonne
signalisation abîmée rue victor hugo,49.261421292615424,2.4287684101088893,12,49.26126_2.42793,voirie
déchets au sol avenue des lilas,49.26370058901928,2.4104236389450358,21,49.26577_2.40991,dechets_sauvages
trottinette laissée place du marché,49.26574205777044,2.4192722975458296,14,49.26577_2.41892,objet_abandonne
tapage nocturne avenue des lilas,49.2558402053867,2.4428769848916425,16,49.25676_2.44144,incivilite
chien errant rue victor hugo,49.2636579810185,2.4107994096717875,11,49.26577_2.40991,animal_errant
trottoir cassé avenue des lilas,49.260475961215626,2.440511973144963,15,49.26126_2.44144,voirie
barrière tordue rue victor hugo,49.27276643749043,2.41414358289237,10,49.27477_2.41441,mobilier_urbain
banc cassé avenue des lilas,49.295421877393615,2.401724485983973,18,49.29730_2.40090,mobilier_urbain
trottinette laissée avenue des lilas,49.2552240158377,2.4054967285028424,12,49.25676_2.40541,objet_abandonne
signalisation abîmée place du marché,49.28601339619737,2.437293977266039,2,49.28378_2.43694,voirie
parterre dégradé rue victor hugo,49.284364150220654,2.4131035463251074,3,49.28378_2.41441,espace_vert
poubelles débordent place du marché,49.25478770993317,2.4327072796120635,23,49.25676_2.43243,dechets_sauvages
trottoir cassé place du marché,49.29612862024529,2.4349599451378614,14,49.29730_2.43694,voirie
nid-de-poule avenue des lilas,49.27842361010784,2.417255923221734,13,49.27928_2.41892,voirie
arbre tombé place du marché,49.26818627605678,2.423745949360557,10,49.27027_2.42342,espace_vert
tapage nocturne rue victor hugo,49.28782692917476,2.4201883545227902,12,49.28829_2.41892,incivilite
agression verbale place du marché,49.26286827292008,2.4473674498177265,19,49.26126_2.44595,incivilite
déchets au sol rue victor hugo,49.28467549185232,2.4159974431175795,17,49.28378_2.41441,dechets_sauvages
caddie dans la rue avenue des lilas,49.251985560378614,2.409166152111248,12,49.25225_2.40991,objet_abandonne
trottoir cassé rue victor hugo,49.29197040188046,2.4182796421437787,20,49.29279_2.41892,voirie
parterre dégradé place du marché,49.272408542351066,2.4334757853801006,18,49.27027_2.43243,espace_vert
abribus brisé avenue des lilas,49.2818346457179,2.4348681345180734,3,49.28378_2.43694,mobilier_urbain
abribus brisé rue victor hugo,49.261061890990334,2.4462028657680004,11,49.26126_2.44595,mobilier_urbain
trottoir cassé place du marché,49.28385368563292,2.4440877242437904,2,49.28378_2.44595,voirie
abribus brisé rue victor hugo,49.28861201379466,2.414416026020864,15,49.28829_2.41441,mobilier_urbain
trottinette laissée place du marché,49.27366065934422,2.4227581624483796,0,49.27477_2.42342,objet_abandonne
abribus brisé rue victor hugo,49.28088634620309,2.4373634494091716,3,49.27928_2.43694,mobilier_urbain
barrière tordue rue victor hugo,49.27281629619112,2.445826864030101,8,49.27477_2.44595,mobilier_urbain
chien errant place du marché,49.29470456846289,2.4168582506428447,22,49.29279_2.41892,animal_errant
trottinette laissée rue victor hugo,49.27489345902572,2.4222220717088496,12,49.27477_2.42342,objet_abandonne
agression verbale place du marché,49.29209043545144,2.4449739135226802,21,49.29279_2.44595,incivilite
poubelles débordent place du marché,49.29006760291351,2.417924193657921,9,49.28829_2.41892,dechets_sauvages
poubelles débordent place du marché,49.27052524106742,2.424025649309587,8,49.27027_2.42342,dechets_sauvages
caddie dans la rue rue victor hugo,49.261504224592876,2.4452252070609037,19,49.26126_2.44595,objet_abandonne
signalisation abîmée avenue des lilas,49.27030410662799,2.4401121608994925,5,49.27027_2.44144,voirie
nid-de-poule avenue des lilas,49.29131086878876,2.41217154625049,18,49.29279_2.41441,voirie
déchets au sol rue victor hugo,49.26138162679097,2.4162397532705966,2,49.26126_2.41441,dechets_sauvages
banc cassé place du marché,49.276221817292885,2.417647936372967,9,49.27477_2.41892,mobilier_urbain
